day,P,E,obs,state_errors,Q_with_state_errors,Q_no_state_errors
1972-11-09,0,6.84144017886827,0.2353125,NA,0.256086741523093,0.256086741523093
1972-11-10,0.501723487872586,4.86488900458126,0.213865740740741,0,0.251658128785305,0.251658128785305
1972-11-11,1.55335531522527,5.55994918059733,0.233368055555556,0,0.247383993941794,0.247383993941794
1972-11-12,0,5.03912860564988,0.249791666666667,0,0.243256454295557,0.243256454295557
1972-11-13,0,5.39820490792681,0.201041666666667,0,0.23926815144611,0.23926815144611
1972-11-14,0,5.80517956782275,0.19244212962963,0,0.235412208589977,0.235412208589977
1972-11-15,0,5.96497240532597,0.177986111111111,0,0.231682191914844,0.231682191914844
1972-11-16,0,6.13711601304733,0.163171296296296,0,0.228072075637604,0.228072075637604
1972-11-17,0.213208815292267,5.88349362923707,0.143101851851852,0,0.224576210292289,0.224576210292289
1972-11-18,0.0396697562360373,6.11032932057372,0.132476851851852,0,0.221189293921531,0.221189293921531
1972-11-19,1.60089324568345,6.47083286118627,0.132708333333333,0,0.217906345866829,0.217906345866829
1972-11-20,4.42747135197589,5.86699802451093,0.132951388888889,0,0.214722682888735,0.214722682888735
1972-11-21,0.340444179310604,6.37022281956935,0.136168981481481,0,0.211633897379415,0.211633897379415
1972-11-22,0.168730986942547,6.62505927285661,0.157962962962963,0,0.208635837457258,0.208635837457258
1972-11-23,0.786886071451825,6.70919357591749,0.133564814814815,0,0.205724588756935,0.205724588756935
1972-11-24,2.23553749702154,5.20444140257104,0.130590277777778,0,0.202896457749214,0.202896457749214
1972-11-25,18.4707259188654,5.40001021802048,0.133252314814815,64.6529633908646,0.26545234456683,0.200870379361367
1972-11-26,3.64251851035788,5.90935330244592,0.669074074074074,0,0.328776691556581,0.198920224221251
1972-11-27,0.160457255577534,6.10407938974116,0.820231481481482,0,0.238616069549612,0.195334800083237
1972-11-28,0,6.40983655762841,0.346030092592593,0,0.230123151289541,0.192740579563328
1972-11-29,0,6.50892785596099,0.23650462962963,0,0.226599088267062,0.190268950160342
1972-11-30,0,6.62956862835473,0.198576388888889,0,0.223180060106947,0.187862545506744
1972-12-01,0,7.31094115441381,0.186365740740741,0,0.219861231659121,0.185518831260631
1972-12-02,0,7.68599846855649,0.149479166666667,0,0.216637857962449,0.183235402051484
1972-12-03,0,6.43459934678382,0.13337962962963,0,0.213508621348418,0.18100997385693
1972-12-04,0.107006745113933,6.49892456401382,0.1275,0,0.210471613290845,0.178840375978606
1972-12-05,0,6.73569086019225,0.12255787037037,0,0.207520936402562,0.176724543663001
1972-12-06,0,7.15479361730407,0.124953703703704,0,0.204652543642884,0.174660512472844
1972-12-07,0.956834250408552,6.86656723099179,0.125659722222222,0,0.201864136774691,0.172646412285252
1972-12-08,0,6.82443189251698,0.125914351851852,0,0.199153198600519,0.170680461488563
1972-12-09,0,6.89185433643036,0.125833333333333,0,0.196515169678078,0.168760961581379
1972-12-10,0,7.24895314735922,0.11681712962963,0,0.193947807269433,0.166886292939216
1972-12-11,0,7.34159554147887,0.114513888888889,0,0.191448386409962,0.165054909967864
1972-12-12,0,6.91949235575699,0.111284722222222,0,0.18901467032425,0.16326533705332
1972-12-13,0,7.55531423417649,0.11193287037037,0,0.186644203066072,0.161516164576539
1972-12-14,0,8.03638984008867,0.112569444444444,0,0.184334224294236,0.159806045263447
1972-12-15,0.00559627858339105,8.32955734906931,0.113217592592593,0,0.18208264438425,0.158133690903821
1972-12-16,0,7.22328121682101,0.114652777777778,0,0.179887638370411,0.156497869115427
1972-12-17,0,6.63993071989609,0.112627314814815,0,0.177747439127974,0.154897400340356
1972-12-18,0,7.26140285318401,0.115925925925926,0,0.175659783306119,0.153331154988576
1972-12-19,0,7.72989474050852,0.115393518518519,0,0.173622561159179,0.151798050900687
1972-12-20,0,8.18996534772269,0.116122685185185,0,0.171634039933506,0.150297050919378
1972-12-21,0,8.47830056288173,0.121574074074074,0,0.16969255972941,0.148827160548736
1972-12-22,0,8.11602748088281,0.115393518518519,0,0.167796568863426,0.147387425794464
1972-12-23,1.61514741144206,7.0788248075731,0.118993055555556,0,0.165944680814251,0.145976931136394
1972-12-24,0,6.08784262009258,0.116944444444444,0,0.164135430780465,0.144594797588469
1972-12-25,0.256928688561454,5.84952755584574,0.12287037037037,0,0.162367155600212,0.143240180885124
1972-12-26,0,5.69207418572513,0.127106481481481,0,0.160638536105532,0.1419122698488
1972-12-27,0.273243983695354,7.02303736143116,0.137002314814815,0,0.158948203105143,0.140610284747653
1972-12-28,0,7.1873431181377,0.164733796296296,0,0.157294877009146,0.139333475806098
1972-12-29,0,7.4673053326417,0.151956018518519,0,0.155677404204821,0.138081121788817
1972-12-30,0,7.70554130534195,0.136377314814815,0,0.154094653263285,0.13685252864895
1972-12-31,0,7.35038992654314,0.12525462962963,0,0.152545539590834,0.135647028265446
1973-01-01,0,7.78817419413333,0.123773148148148,0,0.151029016062798,0.134463977246558
1973-01-02,0,8.138788679643,0.117627314814815,0,0.149544053600703,0.133302755797543
1973-01-03,0,8.68040168788213,0.111597222222222,0,0.14808968486341,0.132162766656646
1973-01-04,0,7.5464817859199,0.105856481481481,0,0.14666499129752,0.131043434082146
1973-01-05,0,7.2557171987016,0.104039351851852,0,0.145269095917085,0.129944202894081
1973-01-06,0,7.10510796159499,0.102905092592593,0,0.143901124580234,0.128864537563098
1973-01-07,0,6.96156742104438,0.102511574074074,0,0.14256024811618,0.127803921355565
1973-01-08,0,7.02433308925005,0.103368055555556,0,0.141245671177065,0.126761855517478
1973-01-09,0,7.14520709505452,0.101793981481481,0,0.139956628474328,0.125737858501133
1973-01-10,0,6.78439532255322,0.101701388888889,0,0.13869238701105,0.124731465231902
1973-01-11,0,7.20284578749694,0.103368055555556,0,0.137452240877611,0.123742226411323
1973-01-12,0.160754238091081,6.6549690513285,0.104166666666667,0,0.136235508649625,0.122769707855447
1973-01-13,33.8345104665747,5.44307380104543,0.155798611111111,0,0.164611553074283,0.130818717466196
1973-01-14,0,6.45685381004464,1.22380787037037,0,0.193955437288006,0.139199071867908
1973-01-15,0,6.74182807453596,0.414814814814815,0,0.149007370663219,0.124594219916078
1973-01-16,0,7.3414528848092,0.148090277777778,0,0.145185422861702,0.122862239437223
1973-01-17,0,7.60075457100561,0.112118055555556,0,0.143819861562631,0.121904517497729
1973-01-18,0,7.64402525687713,0.107164351851852,0,0.142481130446723,0.120962710997755
1973-01-19,0,7.95120376331934,0.104224537037037,0,0.141168503570662,0.120036433315097
1973-01-20,0,7.96266600810952,0.103900462962963,0,0.139881232432088,0.11912530388929
1973-01-21,0,8.09116197112905,0.104247685185185,0,0.13861864527842,0.118228960821605
1973-01-22,0,8.13472065293702,0.103900462962963,0,0.137380046583661,0.117347047530473
1973-01-23,0,8.0144042538663,0.103506944444444,0,0.136164787032225,0.116479221461666
1973-01-24,0,7.94129248160755,0.103414351851852,0,0.13497223243804,0.115625149803969
1973-01-25,0.000462458906891175,7.94522622762246,0.103564814814815,0,0.133801750993813,0.114784507600734
1973-01-26,11.6969387350902,7.34311794105164,0.10443287037037,0,0.137195567118775,0.116013357191617
1973-01-27,0.00917095646287825,5.97233840291416,0.104444444444444,0,0.140744886690506,0.11733269094299
1973-01-28,20.3296978356732,7.04196853416943,0.116319444444444,0,0.154002922838943,0.124917020335915
1973-01-29,2.40616116153024,7.9335819512009,0.318703703703704,0,0.174339691525663,0.135949415956453
1973-01-30,0.116741686160634,7.67594505509172,0.633622685185185,0,0.141715149662699,0.117377405864669
1973-01-31,26.268969646097,6.8376632971783,0.1753125,0,0.193832025639085,0.151400027859066
1973-02-01,0.174721651297359,6.72372663534965,0.180347222222222,0,0.249618873051581,0.187925417284829
1973-02-02,0.021796558324794,7.20948357561914,0.332777777777778,0,0.167727853249209,0.132447287605436
1973-02-03,1.26421038672381,6.3537379925332,0.31712962962963,0,0.161510729521711,0.128349719256621
1973-02-04,28.8869927804646,6.08687235767305,0.195138888888889,0,0.271094762698322,0.207565444388336
1973-02-05,40.9700388615574,7.20352554699927,0.143784722222222,0,0.745794710693939,0.562812904845873
1973-02-06,1.60647984940126,6.32517621806341,2.65096064814815,0,0.968313112828897,0.732044067274812
1973-02-07,3.82123092839329,5.73130799594838,7.56873842592593,0,0.514928639921289,0.359744652282943
1973-02-08,0.00654483469752564,6.12849474223239,1.43622685185185,-12.8391995161364,0.474699509791475,0.332088746665883
1973-02-09,0,5.72379096238232,0.873657407407407,0,0.459381006558509,0.324918059636565
1973-02-10,0.498283685158345,5.64200149494788,0.568564814814815,-21.0664426800212,0.445135033199852,0.318034685129444
1973-02-11,7.37496595842523,5.46746985595893,0.41494212962963,0,0.444046553819201,0.331571622641605
1973-02-12,1.60119644194987,5.85917662271979,0.355868055555556,0,0.443051172787448,0.34463834003313
1973-02-13,0,5.78347541154218,0.320173611111111,0,0.417590687651144,0.314405492891149
1973-02-14,0.00374961065587355,6.17275317011748,0.339456018518519,0,0.405143410926946,0.306634781374282
1973-02-15,3.13506233264615,6.41479579773111,0.291516203703704,0,0.394081479651913,0.300455222885688
1973-02-16,0.0372053888447547,6.40619591734879,0.248483796296296,0,0.383609503698845,0.294521856075158
1973-02-17,0,6.32343723350621,0.21,0,0.37367274432524,0.288782462618061
1973-02-18,0.973929976352037,6.18716411550349,0.195578703703704,0,0.364238395292412,0.283256470459084
1973-02-19,0.732471508364098,5.48643394016608,0.185381944444444,0,0.355271832260344,0.277940646772521
1973-02-20,10.8711838295214,5.59333957560816,0.17224537037037,0,0.372217166870546,0.314452066466977
1973-02-21,7.55651605936472,4.98660633512376,0.165208333333333,0,0.402283650600181,0.372831350171563
1973-02-22,18.8607438444575,5.70371794258355,0.352326388888889,0,0.468844792251669,0.479392478480331
1973-02-23,0.116173267368513,6.17292731784914,0.346180555555556,0,0.529228773163661,0.581899633846327
1973-02-24,0,5.94765241915678,0.669074074074074,0,0.417226699286208,0.408602921443226
1973-02-25,0.613079431359306,5.87638380631487,0.81349537037037,0,0.400217910077398,0.388984419806188
1973-02-26,1.36516517502442,6.04287133573443,0.534976851851852,0,0.389465748822308,0.379040278209189
1973-02-27,6.00399088828073,5.96594089905928,0.316111111111111,0,0.379544460681255,0.37001947018602
1973-02-28,0.0179643561676898,5.52380852351549,0.231342592592593,0,0.370132047911561,0.361445862734143
1973-03-01,0,4.738665711624,0.190706018518519,0,0.360648828073253,0.352400360846784
1973-03-02,0,5.04261150284069,0.169178240740741,0,0.351878107854844,0.344164206205403
1973-03-03,0,5.37730655855034,0.157685185185185,0,0.343536240615562,0.33631215311061
1973-03-04,0,5.32018137812275,0.143587962962963,0,0.335579455705641,0.328797791254187
1973-03-05,0,5.28550338981273,0.133877314814815,0,0.327983207912893,0.321603854104329
1973-03-06,0.00204372473045387,5.32670962352382,0.129606481481481,0,0.320724002790741,0.314711175529139
1973-03-07,0.0845033105945563,3.94004005356831,0.128576388888889,0,0.313781954824555,0.308107056777571
1973-03-08,6.91990396386651,4.69270594398333,0.127777777777778,0,0.317622292795281,0.318183571237594
1973-03-09,0,5.22410023955395,0.127210648148148,0,0.321327462898567,0.32792721617275
1973-03-10,0,5.48895208570218,0.124548611111111,0,0.302537215836722,0.302181714373908
1973-03-11,0,5.73619046643111,0.121956018518519,0,0.295687957403615,0.295022597668204
1973-03-12,0.149537427001452,5.09136418898791,0.121481481481481,0,0.289786909540647,0.28920004312429
1973-03-13,1.30564892707534,4.64461058548351,0.121655092592593,0,0.284121408449585,0.283607918370503
1973-03-14,1.6504733372195,4.10196970903899,0.12275462962963,0,0.278678826623009,0.278236185501975
1973-03-15,0.923629395371326,4.54725262463482,0.1225,0,0.273444537182579,0.27306666187476
1973-03-16,0,5.10719579715392,0.122511574074074,0,0.268404248846311,0.268080213973788
1973-03-17,0,5.80183393161473,0.120416666666667,0,0.26354725842645,0.263266747567346
1973-03-18,0.0161135611895389,6.02471516898872,0.119282407407407,0,0.258864827814147,0.25862050952003
1973-03-19,12.8261174872191,4.46474599120067,0.116886574074074,0,0.284569450080742,0.300360872919545
1973-03-20,0,5.07468188295435,0.11693287037037,0,0.309908312727722,0.34158869709908
1973-03-21,0,5.09390509381118,0.115960648148148,0,0.267264035421293,0.278856966772415
1973-03-22,0.0301491644492576,5.05095186095087,0.115428240740741,0,0.260402506063101,0.270528205294842
1973-03-23,0,4.79914131391128,0.116481481481481,0,0.255838317783944,0.265627334592878
1973-03-24,0,4.70981453936025,0.115972222222222,0,0.251434224469099,0.260901864482289
1973-03-25,0,4.50052840396071,0.116087962962963,0,0.247182067839788,0.256342777322529
1973-03-26,0,4.96948029902102,0.115717592592593,0,0.243074053237835,0.251941171040748
1973-03-27,0,5.19027329036574,0.115844907407407,0,0.239102640858686,0.247688044798146
1973-03-28,0,4.94450837979437,0.116574074074074,0,0.235261582182575,0.243577146676947
1973-03-29,11.4041355508495,3.7954915179916,0.123703703703704,0,0.255957811960613,0.275583472825462
1973-03-30,37.7789449937684,3.3304893796916,0.176400462962963,0,0.498681255777292,0.610441560201233
1973-03-31,3.6231765666101,3.82555627722276,0.42712962962963,0,0.689248980399951,0.870827380704998
1973-04-01,0,3.66670705691335,1.58144675925926,0,0.410238072769223,0.503424968453697
1973-04-02,0,3.93731013588331,1.60850694444444,0,0.384783640434622,0.468317362017331
1973-04-03,0,4.16443083698531,1.01521990740741,0,0.374981831053799,0.454018432789138
1973-04-04,0,4.2513216760862,0.849155092592593,0,0.365655829175312,0.44053957012168
1973-04-05,0,3.61641985898129,0.782303240740741,0,0.356777174275998,0.427821771764819
1973-04-06,0.556150633140644,4.17873679234533,0.727152777777778,0,0.348318882969645,0.415810422275943
1973-04-07,1.4474866191924,3.7923277236759,0.647268518518519,0,0.340254366836759,0.404453558146277
1973-04-08,0,3.70021521879924,0.580868055555556,0,0.332556815015573,0.393699141619713
1973-04-09,0,3.87558175844052,0.5209375,0,0.325189481160367,0.383478591854862
1973-04-10,0,3.77889019920496,0.46349537037037,0,0.318137903337148,0.373763905385759
1973-04-11,0,3.74457010763305,0.416921296296296,0,0.311384296392877,0.364522077517258
1973-04-12,0,3.74033622578277,0.372407407407407,0,0.304910353707769,0.35571974595469
1973-04-13,0,3.82658112271105,0.334351851851852,0,0.298699068455359,0.347326278025101
1973-04-14,0,3.78836053260644,0.296493055555556,0,0.292734995139564,0.339314199723126
1973-04-15,0.000462458906891175,4.06774030477607,0.262731481481481,0,0.287003747743138,0.331658172478396
1973-04-16,8.71353038131558,3.30144859251566,0.253703703703704,0,0.316259822050183,0.369993865342729
1973-04-17,2.07994753246575,3.44805270934856,0.240740740740741,0,0.344822334633128,0.406843000114924
1973-04-18,2.05429791690465,2.64959983476563,0.231898148148148,0,0.296851678095045,0.346307071441933
1973-04-19,4.56152524391294,2.76081076012866,0.252222222222222,0,0.30119034164616,0.351813532603264
1973-04-20,4.13377580513566,2.48668928036647,0.290011574074074,0,0.31965718910669,0.375358148408118
1973-04-21,1.68780373786439,2.55704291865123,0.294467592592593,0,0.310524099549922,0.363904093914083
1973-04-22,3.05078157517096,2.70192405274509,0.276180555555556,0,0.292176663614641,0.340770616111387
1973-04-23,3.31933603865041,3.18810955483732,0.264074074074074,0,0.289293220330226,0.336749581782612
1973-04-24,0.408144402277138,3.26623613912723,0.250173611111111,0,0.281772924799807,0.326949538417801
1973-04-25,0,3.68810156562931,0.239224537037037,0,0.275222598781062,0.318344728042156
1973-04-26,23.7989186138803,2.28278008425849,0.236469907407407,0,0.467692274903676,0.562551628410558
1973-04-27,38.3851462169433,2.29821086035999,0.375196759259259,0,1.38122718747012,1.72820571609416
1973-04-28,23.0451056964544,2.78435654460586,1.32898148148148,0,2.80827327517119,3.59070929256153
1973-04-29,0,2.93216383247939,4.11684027777778,0,2.82363663843042,3.6068346000637
1973-04-30,0.551092830467984,2.83154303778193,3.10672453703704,0,2.00599010359006,2.55702477832833
1973-05-01,4.19772472038404,2.39395962955819,1.77715277777778,0,1.86044078135941,2.31369962179211
